activity	subject	variable	mean
walking_downstairs	22	tBodyGyroscopeStdY	-0.550303216666667
walking_downstairs	22	tBodyGyroscopeStdZ	-0.280417950555556
walking_downstairs	22	tBodyGyroscopeJerkMeanX	-0.0901744530194444
walking_downstairs	22	tBodyGyroscopeJerkMeanY	-0.0355171408083333
walking_downstairs	22	tBodyGyroscopeJerkMeanZ	-0.0481460161016667
walking_downstairs	22	tBodyGyroscopeJerkStdX	-0.264848047888889
walking_downstairs	22	tBodyGyroscopeJerkStdY	-0.640280071388889
walking_downstairs	22	tBodyGyroscopeJerkStdZ	-0.358762129444444
walking_downstairs	22	tBodyAccelerationMagnitudeMean	0.330999221944444
walking_downstairs	22	tBodyAccelerationMagnitudeStd	0.133267478527222
walking_downstairs	22	tGravityAccelerationMagnitudeMean	0.330999221944444
walking_downstairs	22	tGravityAccelerationMagnitudeStd	0.133267478527222
walking_downstairs	22	tBodyAccelerationJerkMagnitudeMean	-0.0179784626888889
walking_downstairs	22	tBodyAccelerationJerkMagnitudeStd	-0.0337640982530556
walking_downstairs	22	tBodyGyroscopeMagnitudeMean	-0.161333309783333
walking_downstairs	22	tBodyGyroscopeMagnitudeStd	-0.263921983758333
walking_downstairs	22	tBodyGyroscopeJerkMagnitudeMean	-0.459579670833333
walking_downstairs	22	tBodyGyroscopeJerkMagnitudeStd	-0.617659355833333
walking_downstairs	22	fBodyAccelerationMeanX	0.195348406222222
walking_downstairs	22	fBodyAccelerationMeanY	0.225766560777778
walking_downstairs	22	fBodyAccelerationMeanZ	-0.322795653888889
walking_downstairs	22	fBodyAccelerationStdX	0.402891960277778
walking_downstairs	22	fBodyAccelerationStdY	0.167409716861111
walking_downstairs	22	fBodyAccelerationStdZ	-0.383242679444444
walking_downstairs	22	fBodyAccelerationMeanFrequencyX	-0.367713771944444
walking_downstairs	22	fBodyAccelerationMeanFrequencyY	0.0282644422805556
walking_downstairs	22	fBodyAccelerationMeanFrequencyZ	0.183154050991667
walking_downstairs	22	fBodyAccelerationJerkMeanX	0.0383364203555556
walking_downstairs	22	fBodyAccelerationJerkMeanY	-0.00309155313333333
walking_downstairs	22	fBodyAccelerationJerkMeanZ	-0.419534253611111
walking_downstairs	22	fBodyAccelerationJerkStdX	0.0404618458027778
walking_downstairs	22	fBodyAccelerationJerkStdY	-0.0270294444166667
walking_downstairs	22	fBodyAccelerationJerkStdZ	-0.535893778333333
walking_downstairs	22	fBodyAccelerationJerkMeanFrequencyX	-0.244503497722222
walking_downstairs	22	fBodyAccelerationJerkMeanFrequencyY	-0.400892381111111
walking_downstairs	22	fBodyAccelerationJerkMeanFrequencyZ	-0.198861107138889
walking_downstairs	22	fBodyGyroscopeMeanX	-0.0954349339722222
walking_downstairs	22	fBodyGyroscopeMeanY	-0.525006840277778
walking_downstairs	22	fBodyGyroscopeMeanZ	-0.194915698805556
walking_downstairs	22	fBodyGyroscopeStdX	-0.284532358444444
walking_downstairs	22	fBodyGyroscopeStdY	-0.570339899444444
walking_downstairs	22	fBodyGyroscopeStdZ	-0.377319033611111
walking_downstairs	22	fBodyGyroscopeMeanFrequencyX	-0.191963043893889
walking_downstairs	22	fBodyGyroscopeMeanFrequencyY	-0.0324962109133333
walking_downstairs	22	fBodyGyroscopeMeanFrequencyZ	0.01292707115
walking_downstairs	22	fBodyAccelerationMagnitudeMean	0.155526858911111
walking_downstairs	22	fBodyAccelerationMagnitudeStd	-0.0575202606055556
walking_downstairs	22	fBodyAccelerationMagnitudeMeanFrequency	0.130782546102778
walking_downstairs	22	fBodyBodyAccelerationJerkMagnitudeMean	0.0224783539805556
walking_downstairs	22	fBodyBodyAccelerationJerkMagnitudeStd	-0.118530349166667
walking_downstairs	22	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	0.138397615911111
walking_downstairs	22	fBodyBodyGyroscopeMagnitudeMean	-0.338417326388889
walking_downstairs	22	fBodyBodyGyroscopeMagnitudeStd	-0.341863671805556
walking_downstairs	22	fBodyBodyGyroscopeMagnitudeMeanFrequency	-0.0581080717
walking_downstairs	22	fBodyBodyGyroscopeJerkMagnitudeMean	-0.583510518055556
walking_downstairs	22	fBodyBodyGyroscopeJerkMagnitudeStd	-0.697451438611111
walking_downstairs	22	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	0.339656340833333
walking_downstairs	22	tBodyAccelerationMeanPLUSGravity	-0.0477293001888889
walking_downstairs	22	tBodyAccelerationJerkMeanPLUSGravityMean	-0.0517115658333333
walking_downstairs	22	tBodyGyroscopeMeanPLUSGravityMean	0.2258319625
walking_downstairs	22	tBodyGyroscopeJerkMeanPLUSGravityMean	0.0289312474444444
walking_downstairs	22	XPLUSGravityMean	-0.774881513611111
walking_downstairs	22	YPLUSGravityMean	0.238387356388889
walking_downstairs	22	ZPLUSGravityMean	-0.00753626194444445
walking_downstairs	23	tBodyAccelerationMeanX	0.289897411148148
walking_downstairs	23	tBodyAccelerationMeanY	-0.0162111457238889
walking_downstairs	23	tBodyAccelerationMeanZ	-0.0988123712574074
walking_downstairs	23	tBodyAccelerationStdX	0.0441392843425926
walking_downstairs	23	tBodyAccelerationStdY	0.10825903416963
walking_downstairs	23	tBodyAccelerationStdZ	0.229898742944444
walking_downstairs	23	tGravityAccelerationMeanX	0.923711401296296
walking_downstairs	23	tGravityAccelerationMeanY	-0.110028841648148
walking_downstairs	23	tGravityAccelerationMeanZ	-0.153671532259259
walking_downstairs	23	tGravityAccelerationStdX	-0.950790837407407
walking_downstairs	23	tGravityAccelerationStdY	-0.93901254962963
walking_downstairs	23	tGravityAccelerationStdZ	-0.905888257592593
walking_downstairs	23	tBodyAccelerationJerkMeanX	0.0578010605648148
walking_downstairs	23	tBodyAccelerationJerkMeanY	0.0375005150740741
walking_downstairs	23	tBodyAccelerationJerkMeanZ	-0.000982717101851849
walking_downstairs	23	tBodyAccelerationJerkStdX	0.198947061775926
walking_downstairs	23	tBodyAccelerationJerkStdY	-0.0883301225796296
walking_downstairs	23	tBodyAccelerationJerkStdZ	0.0310157077775926
walking_downstairs	23	tBodyGyroscopeMeanX	-0.0578230190203704
walking_downstairs	23	tBodyGyroscopeMeanY	-0.0853077464277778
walking_downstairs	23	tBodyGyroscopeMeanZ	0.0953602497222222
walking_downstairs	23	tBodyGyroscopeStdX	-0.416133032777778
walking_downstairs	23	tBodyGyroscopeStdY	0.213825552277778
walking_downstairs	23	tBodyGyroscopeStdZ	-0.208702488240741
walking_downstairs	23	tBodyGyroscopeJerkMeanX	-0.117725824412963
walking_downstairs	23	tBodyGyroscopeJerkMeanY	-0.0352891614740741
walking_downstairs	23	tBodyGyroscopeJerkMeanZ	-0.0293255016148148
walking_downstairs	23	tBodyGyroscopeJerkStdX	-0.32301569962963
walking_downstairs	23	tBodyGyroscopeJerkStdY	0.146650121972222
walking_downstairs	23	tBodyGyroscopeJerkStdZ	-0.36786963962963
walking_downstairs	23	tBodyAccelerationMagnitudeMean	0.127211137694444
walking_downstairs	23	tBodyAccelerationMagnitudeStd	0.230363964351852
walking_downstairs	23	tGravityAccelerationMagnitudeMean	0.127211137694444
walking_downstairs	23	tGravityAccelerationMagnitudeStd	0.230363964351852
walking_downstairs	23	tBodyAccelerationJerkMagnitudeMean	0.112982475627778
walking_downstairs	23	tBodyAccelerationJerkMagnitudeStd	0.292087200087037
walking_downstairs	23	tBodyGyroscopeMagnitudeMean	0.0390915481555556
walking_downstairs	23	tBodyGyroscopeMagnitudeStd	0.0539972903222222
walking_downstairs	23	tBodyGyroscopeJerkMagnitudeMean	-0.0463117766203704
walking_downstairs	23	tBodyGyroscopeJerkMagnitudeStd	0.0594908483888889
walking_downstairs	23	fBodyAccelerationMeanX	0.205428216353704
walking_downstairs	23	fBodyAccelerationMeanY	0.0959432893981482
walking_downstairs	23	fBodyAccelerationMeanZ	0.280518877574074
walking_downstairs	23	fBodyAccelerationStdX	-0.0282962478037037
walking_downstairs	23	fBodyAccelerationStdY	0.0432283686975926
walking_downstairs	23	fBodyAccelerationStdZ	0.0947940973814815
walking_downstairs	23	fBodyAccelerationMeanFrequencyX	-0.23469362537037
walking_downstairs	23	fBodyAccelerationMeanFrequencyY	0.0130298524666667
walking_downstairs	23	fBodyAccelerationMeanFrequencyZ	0.178520969805556
walking_downstairs	23	fBodyAccelerationJerkMeanX	0.201542909494444
walking_downstairs	23	fBodyAccelerationJerkMeanY	-0.0724504562777778
walking_downstairs	23	fBodyAccelerationJerkMeanZ	0.157775692377778
walking_downstairs	23	fBodyAccelerationJerkStdX	0.0819587190574074
walking_downstairs	23	fBodyAccelerationJerkStdY	-0.177697841296296
walking_downstairs	23	fBodyAccelerationJerkStdZ	-0.09851956305
walking_downstairs	23	fBodyAccelerationJerkMeanFrequencyX	-0.210126610722222
walking_downstairs	23	fBodyAccelerationJerkMeanFrequencyY	-0.181909200418519
walking_downstairs	23	fBodyAccelerationJerkMeanFrequencyZ	-0.179004310844444
walking_downstairs	23	fBodyGyroscopeMeanX	-0.214730713222222
walking_downstairs	23	fBodyGyroscopeMeanY	0.328817010088889
walking_downstairs	23	fBodyGyroscopeMeanZ	-0.141266888477778
walking_downstairs	23	fBodyGyroscopeStdX	-0.482598325037037
walking_downstairs	23	fBodyGyroscopeStdY	0.12605231802963
walking_downstairs	23	fBodyGyroscopeStdZ	-0.305896699222222
walking_downstairs	23	fBodyGyroscopeMeanFrequencyX	0.0216333667314815
walking_downstairs	23	fBodyGyroscopeMeanFrequencyY	0.0881284260055556
walking_downstairs	23	fBodyGyroscopeMeanFrequencyZ	-0.060331719512963
walking_downstairs	23	fBodyAccelerationMagnitudeMean	0.364829993351852
walking_downstairs	23	fBodyAccelerationMagnitudeStd	-0.0453930349148148
walking_downstairs	23	fBodyAccelerationMagnitudeMeanFrequency	0.167846645746296
walking_downstairs	23	fBodyBodyAccelerationJerkMagnitudeMean	0.335009724333333
walking_downstairs	23	fBodyBodyAccelerationJerkMagnitudeStd	0.2244805035
walking_downstairs	23	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	0.0579874222987037
walking_downstairs	23	fBodyBodyGyroscopeMagnitudeMean	0.150825734842593
walking_downstairs	23	fBodyBodyGyroscopeMagnitudeStd	-0.218930425944444
walking_downstairs	23	fBodyBodyGyroscopeMagnitudeMeanFrequency	0.402651090185185
walking_downstairs	23	fBodyBodyGyroscopeJerkMagnitudeMean	0.0746754643666667
walking_downstairs	23	fBodyBodyGyroscopeJerkMagnitudeStd	-0.0398573780185185
walking_downstairs	23	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	0.221849483707407
walking_downstairs	23	tBodyAccelerationMeanPLUSGravity	-0.0787097195925926
walking_downstairs	23	tBodyAccelerationJerkMeanPLUSGravityMean	-0.0309622597407407
walking_downstairs	23	tBodyGyroscopeMeanPLUSGravityMean	0.139336003333333
walking_downstairs	23	tBodyGyroscopeJerkMeanPLUSGravityMean	0.0263468348703704
walking_downstairs	23	XPLUSGravityMean	-0.816592367407407
walking_downstairs	23	YPLUSGravityMean	0.160335424259259
walking_downstairs	23	ZPLUSGravityMean	0.131746438444444
walking_downstairs	24	tBodyAccelerationMeanX	0.288631208909091
walking_downstairs	24	tBodyAccelerationMeanY	-0.0145730348310909
walking_downstairs	24	tBodyAccelerationMeanZ	-0.104818820272727
walking_downstairs	24	tBodyAccelerationStdX	-0.08273248054
walking_downstairs	24	tBodyAccelerationStdY	-0.102607326783636
walking_downstairs	24	tBodyAccelerationStdZ	-0.205566380745455
walking_downstairs	24	tGravityAccelerationMeanX	0.950883416727273
walking_downstairs	24	tGravityAccelerationMeanY	-0.128326710927273
walking_downstairs	24	tGravityAccelerationMeanZ	-0.140123155018182
walking_downstairs	24	tGravityAccelerationStdX	-0.961845327454545
walking_downstairs	24	tGravityAccelerationStdY	-0.941478979454546
walking_downstairs	24	tGravityAccelerationStdZ	-0.942207718727273
walking_downstairs	24	tBodyAccelerationJerkMeanX	0.0802619828545455
walking_downstairs	24	tBodyAccelerationJerkMeanY	-0.00447316273690909
walking_downstairs	24	tBodyAccelerationJerkMeanZ	-0.00846915857363636
walking_downstairs	24	tBodyAccelerationJerkStdX	-0.337218894
walking_downstairs	24	tBodyAccelerationJerkStdY	-0.169291887741818
walking_downstairs	24	tBodyAccelerationJerkStdZ	-0.290239376563636
walking_downstairs	24	tBodyGyroscopeMeanX	-0.0867069010690909
walking_downstairs	24	tBodyGyroscopeMeanY	-0.0542300245127273
walking_downstairs	24	tBodyGyroscopeMeanZ	0.111973650603636
walking_downstairs	24	tBodyGyroscopeStdX	-0.431919067945455
walking_downstairs	24	tBodyGyroscopeStdY	-0.484673524
walking_downstairs	24	tBodyGyroscopeStdZ	-0.491077244909091
walking_downstairs	24	tBodyGyroscopeJerkMeanX	-0.0914145014654545
walking_downstairs	24	tBodyGyroscopeJerkMeanY	-0.0291766311418182
walking_downstairs	24	tBodyGyroscopeJerkMeanZ	-0.0412055411490909
walking_downstairs	24	tBodyGyroscopeJerkStdX	-0.358444550225455
walking_downstairs	24	tBodyGyroscopeJerkStdY	-0.519326735090909
walking_downstairs	24	tBodyGyroscopeJerkStdZ	-0.478690941272727
walking_downstairs	24	tBodyAccelerationMagnitudeMean	-0.0737699163072727
walking_downstairs	24	tBodyAccelerationMagnitudeStd	-0.0224839122854545
walking_downstairs	24	tGravityAccelerationMagnitudeMean	-0.0737699163072727
walking_downstairs	24	tGravityAccelerationMagnitudeStd	-0.0224839122854545
walking_downstairs	24	tBodyAccelerationJerkMagnitudeMean	-0.263106944836364
walking_downstairs	24	tBodyAccelerationJerkMagnitudeStd	-0.143501970018182
walking_downstairs	24	tBodyGyroscopeMagnitudeMean	-0.304965806363636
walking_downstairs	24	tBodyGyroscopeMagnitudeStd	-0.3636948774
walking_downstairs	24	tBodyGyroscopeJerkMagnitudeMean	-0.497152238363636
walking_downstairs	24	tBodyGyroscopeJerkMagnitudeStd	-0.459159852363636
walking_downstairs	24	fBodyAccelerationMeanX	-0.222324293454545
walking_downstairs	24	fBodyAccelerationMeanY	-0.0861829752472727
walking_downstairs	24	fBodyAccelerationMeanZ	-0.173825083587273
walking_downstairs	24	fBodyAccelerationStdX	-0.0349085946785455
walking_downstairs	24	fBodyAccelerationStdY	-0.169191147529091
walking_downstairs	24	fBodyAccelerationStdZ	-0.291553822381818
walking_downstairs	24	fBodyAccelerationMeanFrequencyX	-0.541663870181818
walking_downstairs	24	fBodyAccelerationMeanFrequencyY	-0.0116848720163636
walking_downstairs	24	fBodyAccelerationMeanFrequencyZ	0.201299074453455
walking_downstairs	24	fBodyAccelerationJerkMeanX	-0.376175794909091
walking_downstairs	24	fBodyAccelerationJerkMeanY	-0.2258243574
walking_downstairs	24	fBodyAccelerationJerkMeanZ	-0.250000183381818
walking_downstairs	24	fBodyAccelerationJerkStdX	-0.355930598
walking_downstairs	24	fBodyAccelerationJerkStdY	-0.163626807636364
walking_downstairs	24	fBodyAccelerationJerkStdZ	-0.328569968545455
walking_downstairs	24	fBodyAccelerationJerkMeanFrequencyX	-0.398144618
walking_downstairs	24	fBodyAccelerationJerkMeanFrequencyY	-0.415305377727273
walking_downstairs	24	fBodyAccelerationJerkMeanFrequencyZ	-0.297520697545455
walking_downstairs	24	fBodyGyroscopeMeanX	-0.272469211854545
walking_downstairs	24	fBodyGyroscopeMeanY	-0.433475431818182
walking_downstairs	24	fBodyGyroscopeMeanZ	-0.396286646363636
walking_downstairs	24	fBodyGyroscopeStdX	-0.484894683818182
walking_downstairs	24	fBodyGyroscopeStdY	-0.523412701636364
walking_downstairs	24	fBodyGyroscopeStdZ	-0.573281905454545
walking_downstairs	24	fBodyGyroscopeMeanFrequencyX	-0.0545287366636364
walking_downstairs	24	fBodyGyroscopeMeanFrequencyY	0.0935884644618182
walking_downstairs	24	fBodyGyroscopeMeanFrequencyZ	0.0208409579327273
walking_downstairs	24	fBodyAccelerationMagnitudeMean	-0.0231701626603636
walking_downstairs	24	fBodyAccelerationMagnitudeStd	-0.175291708678182
walking_downstairs	24	fBodyAccelerationMagnitudeMeanFrequency	-0.0364416083527273
walking_downstairs	24	fBodyBodyAccelerationJerkMagnitudeMean	-0.200830137109091
walking_downstairs	24	fBodyBodyAccelerationJerkMagnitudeStd	-0.0827554911536364
walking_downstairs	24	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	-0.00198537142181818
walking_downstairs	24	fBodyBodyGyroscopeMagnitudeMean	-0.374298686727273
walking_downstairs	24	fBodyBodyGyroscopeMagnitudeStd	-0.470147270181818
walking_downstairs	24	fBodyBodyGyroscopeMagnitudeMeanFrequency	0.164772642932727
walking_downstairs	24	fBodyBodyGyroscopeJerkMagnitudeMean	-0.474449925818182
walking_downstairs	24	fBodyBodyGyroscopeJerkMagnitudeStd	-0.478030486181818
walking_downstairs	24	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	0.0997292208543636
walking_downstairs	24	tBodyAccelerationMeanPLUSGravity	-0.0563071787363636
walking_downstairs	24	tBodyAccelerationJerkMeanPLUSGravityMean	0.00706070274545454
walking_downstairs	24	tBodyGyroscopeMeanPLUSGravityMean	0.0551508812727273
walking_downstairs	24	tBodyGyroscopeJerkMeanPLUSGravityMean	-0.0379216355272727
walking_downstairs	24	XPLUSGravityMean	-0.819838803818182
walking_downstairs	24	YPLUSGravityMean	0.171762154727273
walking_downstairs	24	ZPLUSGravityMean	0.1200578956
walking_downstairs	25	tBodyAccelerationMeanX	0.291329666206897
walking_downstairs	25	tBodyAccelerationMeanY	-0.0210170522987931
walking_downstairs	25	tBodyAccelerationMeanZ	-0.107192376965517
walking_downstairs	25	tBodyAccelerationStdX	-0.253756934258621
walking_downstairs	25	tBodyAccelerationStdY	-0.14054060387069
walking_downstairs	25	tBodyAccelerationStdZ	-0.457972381896552
walking_downstairs	25	tGravityAccelerationMeanX	0.929627532241379
walking_downstairs	25	tGravityAccelerationMeanY	-0.0724270175862069
walking_downstairs	25	tGravityAccelerationMeanZ	0.21879595837931
walking_downstairs	25	tGravityAccelerationStdX	-0.964470066724138
walking_downstairs	25	tGravityAccelerationStdY	-0.937816011034483
walking_downstairs	25	tGravityAccelerationStdZ	-0.92619169637931
walking_downstairs	25	tBodyAccelerationJerkMeanX	0.110656929396552
walking_downstairs	25	tBodyAccelerationJerkMeanY	-0.0195416626931035
walking_downstairs	25	tBodyAccelerationJerkMeanZ	-0.0113348791672414
walking_downstairs	25	tBodyAccelerationJerkStdX	-0.501968387931034
walking_downstairs	25	tBodyAccelerationJerkStdY	-0.371661522413793
walking_downstairs	25	tBodyAccelerationJerkStdZ	-0.711494695517241
walking_downstairs	25	tBodyGyroscopeMeanX	0.00299112856551724
walking_downstairs	25	tBodyGyroscopeMeanY	-0.101115076366897
walking_downstairs	25	tBodyGyroscopeMeanZ	0.0980750249310345
walking_downstairs	25	tBodyGyroscopeStdX	-0.288824754586207
walking_downstairs	25	tBodyGyroscopeStdY	-0.523377914655172
walking_downstairs	25	tBodyGyroscopeStdZ	-0.443780454482759
walking_downstairs	25	tBodyGyroscopeJerkMeanX	-0.127952445399655
walking_downstairs	25	tBodyGyroscopeJerkMeanY	-0.0415203345874138
walking_downstairs	25	tBodyGyroscopeJerkMeanZ	-0.0642078122381035
walking_downstairs	25	tBodyGyroscopeJerkStdX	-0.430134387586207
walking_downstairs	25	tBodyGyroscopeJerkStdY	-0.810444542413793
walking_downstairs	25	tBodyGyroscopeJerkStdZ	-0.599481997931035
walking_downstairs	25	tBodyAccelerationMagnitudeMean	-0.22010859462069
walking_downstairs	25	tBodyAccelerationMagnitudeStd	-0.259465249913793
walking_downstairs	25	tGravityAccelerationMagnitudeMean	-0.22010859462069
walking_downstairs	25	tGravityAccelerationMagnitudeStd	-0.259465249913793
walking_downstairs	25	tBodyAccelerationJerkMagnitudeMean	-0.50048333137931
walking_downstairs	25	tBodyAccelerationJerkMagnitudeStd	-0.482976929827586
walking_downstairs	25	tBodyGyroscopeMagnitudeMean	-0.216082565601724
walking_downstairs	25	tBodyGyroscopeMagnitudeStd	-0.38216092137931
walking_downstairs	25	tBodyGyroscopeJerkMagnitudeMean	-0.664713625172414
walking_downstairs	25	tBodyGyroscopeJerkMagnitudeStd	-0.67960595137931
walking_downstairs	25	fBodyAccelerationMeanX	-0.372245192931034
walking_downstairs	25	fBodyAccelerationMeanY	-0.196381053741379
walking_downstairs	25	fBodyAccelerationMeanZ	-0.556097089137931
walking_downstairs	25	fBodyAccelerationStdX	-0.213028874331034
walking_downstairs	25	fBodyAccelerationStdY	-0.166842375587931
walking_downstairs	25	fBodyAccelerationStdZ	-0.449465441724138
walking_downstairs	25	fBodyAccelerationMeanFrequencyX	-0.554632665344828
walking_downstairs	25	fBodyAccelerationMeanFrequencyY	-0.173414057262069
walking_downstairs	25	fBodyAccelerationMeanFrequencyZ	-0.152008268862069
walking_downstairs	25	fBodyAccelerationJerkMeanX	-0.525789450689655
walking_downstairs	25	fBodyAccelerationJerkMeanY	-0.415699643793103
walking_downstairs	25	fBodyAccelerationJerkMeanZ	-0.686843959310345
walking_downstairs	25	fBodyAccelerationJerkStdX	-0.522153341034483
walking_downstairs	25	fBodyAccelerationJerkStdY	-0.365719830448276
walking_downstairs	25	fBodyAccelerationJerkStdZ	-0.734990064137931
walking_downstairs	25	fBodyAccelerationJerkMeanFrequencyX	-0.419732508103448
walking_downstairs	25	fBodyAccelerationJerkMeanFrequencyY	-0.544902332586207
walking_downstairs	25	fBodyAccelerationJerkMeanFrequencyZ	-0.423798006068966
walking_downstairs	25	fBodyGyroscopeMeanX	-0.217799723931034
walking_downstairs	25	fBodyGyroscopeMeanY	-0.632916352241379
walking_downstairs	25	fBodyGyroscopeMeanZ	-0.410311447586207
walking_downstairs	25	fBodyGyroscopeStdX	-0.316252107741379
walking_downstairs	25	fBodyGyroscopeStdY	-0.470641125
walking_downstairs	25	fBodyGyroscopeStdZ	-0.506738306724138
walking_downstairs	25	fBodyGyroscopeMeanFrequencyX	-0.269850388246552
walking_downstairs	25	fBodyGyroscopeMeanFrequencyY	-0.474769376551724
walking_downstairs	25	fBodyGyroscopeMeanFrequencyZ	-0.191973774948276
walking_downstairs	25	fBodyAccelerationMagnitudeMean	-0.288154787517241
walking_downstairs	25	fBodyAccelerationMagnitudeStd	-0.359437080103448
walking_downstairs	25	fBodyAccelerationMagnitudeMeanFrequency	-0.17216563837931
walking_downstairs	25	fBodyBodyAccelerationJerkMagnitudeMean	-0.471642111551724
walking_downstairs	25	fBodyBodyAccelerationJerkMagnitudeStd	-0.502224768103448
walking_downstairs	25	fBodyBodyAccelerationJerkMagnitudeMeanFrequency	-0.000259638109310345
walking_downstairs	25	fBodyBodyGyroscopeMagnitudeMean	-0.485763582068966
walking_downstairs	25	fBodyBodyGyroscopeMagnitudeStd	-0.423707329706897
walking_downstairs	25	fBodyBodyGyroscopeMagnitudeMeanFrequency	-0.159588770951724
walking_downstairs	25	fBodyBodyGyroscopeJerkMagnitudeMean	-0.687034281206897
walking_downstairs	25	fBodyBodyGyroscopeJerkMagnitudeStd	-0.693032409137931
walking_downstairs	25	fBodyBodyGyroscopeJerkMagnitudeMeanFrequency	-0.101278802667241
walking_downstairs	25	tBodyAccelerationMeanPLUSGravity	-0.0710775796206897
walking_downstairs	25	tBodyAccelerationJerkMeanPLUSGravityMean	-0.0854018992413793
walking_downstairs	25	tBodyGyroscopeMeanPLUSGravityMean	0.0191770764655172
walking_downstairs	25	tBodyGyroscopeJerkMeanPLUSGravityMean	0.050637295862069
walking_downstairs	25	XPLUSGravityMean	-0.779900815862069
walking_downstairs	25	YPLUSGravityMean	0.133510786896552
walking_downstairs	25	ZPLUSGravityMean	-0.133506944172414
walking_downstairs	26	tBodyAccelerationMeanX	0.2792845828
walking_downstairs	26	tBodyAccelerationMeanY	-0.01262580966778
walking_downstairs	26	tBodyAccelerationMeanZ	-0.1064396194
walking_downstairs	26	tBodyAccelerationStdX	0.17395384962
walking_downstairs	26	tBodyAccelerationStdY	-0.011629910112
walking_downstairs	26	tBodyAccelerationStdZ	-0.284807676
walking_downstairs	26	tGravityAccelerationMeanX	0.9467972718
walking_downstairs	26	tGravityAccelerationMeanY	-0.0799003729
walking_downstairs	26	tGravityAccelerationMeanZ	0.1539063202
walking_downstairs	26	tGravityAccelerationStdX	-0.9627219918
walking_downstairs	26	tGravityAccelerationStdY	-0.9354258554
walking_downstairs	26	tGravityAccelerationStdZ	-0.9330817682
walking_downstairs	26	tBodyAccelerationJerkMeanX	0.111470787918
walking_downstairs	26	tBodyAccelerationJerkMeanY	-0.007131601642
walking_downstairs	26	tBodyAccelerationJerkMeanZ	-0.01189114264
walking_downstairs	26	tBodyAccelerationJerkStdX	-0.128111641206
walking_downstairs	26	tBodyAccelerationJerkStdY	-0.08640490273602
walking_downstairs	26	tBodyAccelerationJerkStdZ	-0.3793359516
walking_downstairs	26	tBodyGyroscopeMeanX	-0.010752208236
walking_downstairs	26	tBodyGyroscopeMeanY	-0.1003822042168
walking_downstairs	26	tBodyGyroscopeMeanZ	0.082221399603
walking_downstairs	26	tBodyGyroscopeStdX	-0.33131291446
walking_downstairs	26	tBodyGyroscopeStdY	-0.4734080504
walking_downstairs	26	tBodyGyroscopeStdZ	-0.3320502392
walking_downstairs	26	tBodyGyroscopeJerkMeanX	-0.0992465275036
walking_downstairs	26	tBodyGyroscopeJerkMeanY	-0.037268109685
walking_downstairs	26	tBodyGyroscopeJerkMeanZ	-0.05105874094
walking_downstairs	26	tBodyGyroscopeJerkStdX	-0.170842676616
walking_downstairs	26	tBodyGyroscopeJerkStdY	-0.5471984382
walking_downstairs	26	tBodyGyroscopeJerkStdZ	-0.3589516378
walking_downstairs	26	tBodyAccelerationMagnitudeMean	0.114379383742
walking_downstairs	26	tBodyAccelerationMagnitudeStd	0.14700167906
walking_downstairs	26	tGravityAccelerationMagnitudeMean	0.114379383742
walking_downstairs	26	tGravityAccelerationMagnitudeStd	0.14700167906
walking_downstairs	26	tBodyAccelerationJerkMagnitudeMean	-0.1488562664
walking_downstairs	26	tBodyAccelerationJerkMagnitudeStd	-0.111303956316
walking_downstairs	26	tBodyGyroscopeMagnitudeMean	-0.23531462282
walking_downstairs	26	tBodyGyroscopeMagnitudeStd	-0.296158291686
walking_downstairs	26	tBodyGyroscopeJerkMagnitudeMean	-0.4187798104
walking_downstairs	26	tBodyGyroscopeJerkMagnitudeStd	-0.463140795
walking_downstairs	26	fBodyAccelerationMeanX	0.022800096142
walking_downstairs	26	fBodyAccelerationMeanY	-0.006237000044
walking_downstairs	26	fBodyAccelerationMeanZ	-0.2796400557
walking_downstairs	26	fBodyAccelerationStdX	0.22678384386
walking_downstairs	26	fBodyAccelerationStdY	-0.078283777824
walking_downstairs	26	fBodyAccelerationStdZ	-0.3466485178
walking_downstairs	26	fBodyAccelerationMeanFrequencyX	-0.5514383554
walking_downstairs	26	fBodyAccelerationMeanFrequencyY	0.0044402193
walking_downstairs	26	fBodyAccelerationMeanFrequencyZ	0.1399744981
walking_downstairs	26	fBodyAccelerationJerkMeanX	-0.201368098258
walking_downstairs	26	fBodyAccelerationJerkMeanY	-0.165552378156
walking_downstairs	26	fBodyAccelerationJerkMeanZ	-0.3601146078
walking_downstairs	26	fBodyAccelerationJerkStdX	-0.130825898392
walking_downstairs	26	fBodyAccelerationJerkStdY	-0.061537065488
walking_downstairs	26	fBodyAccelerationJerkStdZ	-0.3967016908
walking_downstairs	26	fBodyAccelerationJerkMeanFrequencyX	-0.5212878612
walking_downstairs	26	fBodyAccelerationJerkMeanFrequencyY	-0.4566796268
walking_downstairs	26	fBodyAccelerationJerkMeanFrequencyZ	-0.3450157917
walking_downstairs	26	fBodyGyroscopeMeanX	-0.12591815458
walking_downstairs	26	fBodyGyroscopeMeanY	-0.44312621
